1	Evgeni Plushenko	 Russia	258.33	1	90.66	1	167.67
2	Stéphane Lambiel	 Switzerland	231.21	3	79.04	4	152.17
3	Jeffrey Buttle	 Canada	227.59	6	73.29	2	154.30
1	Evan Lysacek	 United States	257.67	2	90.30	1	167.37
2	Evgeni Plushenko	 Russia	256.36	1	90.85	2	165.51
3	Daisuke Takahashi	 Japan	247.23	3	90.25	5	156.98
1	Yuzuru Hanyu	 Japan	280.09	1	101.45	1	178.64
2	Patrick Chan	 Canada	275.62	2	97.52	2	178.10
3	Denis Ten	 Kazakhstan	255.10	9	84.06	3	171.04
